onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	8	0.0	0	4.0	4	1	-1	4	4	1	0.0	D4	62	True	D	0	0	1.0	True	1	Basso	1	1	4.0	0	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None	i	True	1
8	8	4.0	4	4.0	4	2	-1	4	4	2	4.0	A3	57	True	A	0	0	1.0	True	1	Basso	1	2	4.0	1	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None	i	True	5
12	4	6.0	6	2.0	2	2	-1	4	4	2	6.0	D4	62	True	D	0	1/2	3.0	True	3	Basso	1	2	4.0	1	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None	i	True	1
12	4	6.0	6	2.0	2	2	-1	4	4	2	6.0	F3	53	True	F	0	1/2	3.0	True	3	Basso	1	2	4.0	1	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None	i	True	3
12	4	6.0	6	2.0	2	2	-1	4	4	2	6.0	D3	50	True	D	0	1/2	3.0	True	3	Basso	1	2	4.0	1	i	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	1	None	i	True	1
16	8	8.0	8	4.0	4	3	-1	4	4	3	8.0	C#4	61	True	C	1	0	1.0	True	1	Basso	1	3	4.0	2	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	#7
16	8	8.0	8	4.0	4	3	-1	4	4	3	8.0	A3	57	True	A	0	0	1.0	True	1	Basso	1	3	4.0	2	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	5
16	8	8.0	8	4.0	4	3	-1	4	4	3	8.0	E3	52	True	E	0	0	1.0	True	1	Basso	1	3	4.0	2	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	2
16	8	8.0	8	4.0	4	3	-1	4	4	3	8.0	A2	45	True	A	0	0	1.0	True	1	Basso	1	3	4.0	2	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	5
20	4	10.0	10	2.0	2	3	-1	4	4	3	10.0	A4	69	True	A	0	1/2	3.0	True	3	Basso	1	3	4.0	2	V	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	5
24	4	12.0	12	2.0	2	4	-1	4	4	4	12.0	C#4	61	False	C	1	0	1.0	True	1	Basso	1	4	4.0	3	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	#7
24	6	12.0	12	3.0	3	4	-1	4	4	4	12.0	E4	64	True	E	0	0	1.0	True	1	Basso	1	4	4.0	3	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	2
24	8	12.0	12	4.0	4	4	-1	4	4	4	12.0	A3	57	True	A	0	0	1.0	True	1	Basso	1	4	4.0	3	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	5
24	4	12.0	12	2.0	2	4	-1	4	4	4	12.0	E3	52	False	E	0	0	1.0	True	1	Basso	1	4	4.0	3	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	2
24	4	12.0	12	2.0	2	4	-1	4	4	4	12.0	A2	45	False	A	0	0	1.0	True	1	Basso	1	4	4.0	3	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	d	d	5	None	V	True	5
