onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	4	0.0	0	1.0	1	0	1	4	4	0	0.0	G4	67	True	G	0	0	1.0	True	1	Bass	1	0	1.0	0	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	1
0	4	0.0	0	1.0	1	0	1	4	4	0	0.0	D4	62	True	D	0	0	1.0	True	1	Bass	1	0	1.0	0	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	5
0	4	0.0	0	1.0	1	0	1	4	4	0	0.0	B3	59	True	B	0	0	1.0	True	1	Bass	1	0	1.0	0	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	3
0	4	0.0	0	1.0	1	0	1	4	4	0	0.0	G3	55	True	G	0	0	1.0	True	1	Bass	1	0	1.0	0	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	1
4	4	1.0	1	1.0	1	1	1	4	4	1	1.0	G4	67	True	G	0	0	1.0	True	1	Bass	1	1	1.0	1	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	1
4	4	1.0	1	1.0	1	1	1	4	4	1	1.0	E4	64	True	E	0	0	1.0	True	1	Bass	1	1	1.0	1	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	6
4	4	1.0	1	1.0	1	1	1	4	4	1	1.0	B3	59	True	B	0	0	1.0	True	1	Bass	1	1	1.0	1	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	3
4	4	1.0	1	1.0	1	1	1	4	4	1	1.0	E3	52	True	E	0	0	1.0	True	1	Bass	1	1	1.0	1	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	6
8	4	2.0	2	1.0	1	1	1	4	4	1	2.0	F#4	66	True	F	1	1/4	2.0	True	2	Bass	1	1	1.0	2	iii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	7
8	4	2.0	2	1.0	1	1	1	4	4	1	2.0	D4	62	True	D	0	1/4	2.0	True	2	Bass	1	1	1.0	2	iii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	5
8	2	2.0	2	0.5	1/2	1	1	4	4	1	2.0	B3	59	True	B	0	1/4	2.0	True	2	Bass	1	1	1.0	2	iii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	3
8	4	2.0	2	1.0	1	1	1	4	4	1	2.0	B2	47	True	B	0	1/4	2.0	True	2	Bass	1	1	1.0	2	iii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	3
10	2	2.5	5/2	0.5	1/2	1	1	4	4	1	2.5	A3	57	True	A	0	3/8	2.5	False	0	Bass	1	1	1.0	2	iii	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	2
12	4	3.0	3	1.0	1	1	1	4	4	1	3.0	E4	64	True	E	0	1/2	3.0	True	3	Bass	1	1	1.0	3	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	4	None	IV	True	6
12	4	3.0	3	1.0	1	1	1	4	4	1	3.0	C4	60	True	C	0	1/2	3.0	True	3	Bass	1	1	1.0	3	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	4	None	IV	True	4
12	4	3.0	3	1.0	1	1	1	4	4	1	3.0	G3	55	True	G	0	1/2	3.0	True	3	Bass	1	1	1.0	3	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	4	None	IV	True	1
12	4	3.0	3	1.0	1	1	1	4	4	1	3.0	C3	48	True	C	0	1/2	3.0	True	3	Bass	1	1	1.0	3	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	4	None	IV	True	4
16	4	4.0	4	1.0	1	1	1	4	4	1	4.0	D4	62	True	D	0	3/4	4.0	True	4	Bass	1	1	1.0	4	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True	5
16	4	4.0	4	1.0	1	1	1	4	4	1	4.0	C4	60	True	C	0	3/4	4.0	True	4	Bass	1	1	1.0	4	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True	4
16	4	4.0	4	1.0	1	1	1	4	4	1	4.0	F#3	54	True	F	1	3/4	4.0	True	4	Bass	1	1	1.0	4	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True	7
16	4	4.0	4	1.0	1	1	1	4	4	1	4.0	D3	50	True	D	0	3/4	4.0	True	4	Bass	1	1	1.0	4	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True	5
20	4	5.0	5	1.0	1	2	1	4	4	2	5.0	G4	67	True	G	0	0	1.0	True	1	Bass	1	2	1.0	5	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	1
20	4	5.0	5	1.0	1	2	1	4	4	2	5.0	B3	59	True	B	0	0	1.0	True	1	Bass	1	2	1.0	5	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	3
20	4	5.0	5	1.0	1	2	1	4	4	2	5.0	G3	55	True	G	0	0	1.0	True	1	Bass	1	2	1.0	5	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	1
20	4	5.0	5	1.0	1	2	1	4	4	2	5.0	E3	52	True	E	0	0	1.0	True	1	Bass	1	2	1.0	5	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	6
24	4	6.0	6	1.0	1	2	1	4	4	2	6.0	A4	69	True	A	0	1/4	2.0	True	2	Bass	1	2	1.0	6	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	2
24	4	6.0	6	1.0	1	2	1	4	4	2	6.0	D4	62	True	D	0	1/4	2.0	True	2	Bass	1	2	1.0	6	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	5
24	4	6.0	6	1.0	1	2	1	4	4	2	6.0	F#3	54	True	F	1	1/4	2.0	True	2	Bass	1	2	1.0	6	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	7
24	4	6.0	6	1.0	1	2	1	4	4	2	6.0	D3	50	True	D	0	1/4	2.0	True	2	Bass	1	2	1.0	6	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	5
28	4	7.0	7	1.0	1	2	1	4	4	2	7.0	B4	71	True	B	0	1/2	3.0	True	3	Bass	1	2	1.0	7	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	3
28	4	7.0	7	1.0	1	2	1	4	4	2	7.0	D4	62	True	D	0	1/2	3.0	True	3	Bass	1	2	1.0	7	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	5
28	4	7.0	7	1.0	1	2	1	4	4	2	7.0	G3	55	True	G	0	1/2	3.0	True	3	Bass	1	2	1.0	7	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	1
28	4	7.0	7	1.0	1	2	1	4	4	2	7.0	G2	43	True	G	0	1/2	3.0	True	3	Bass	1	2	1.0	7	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	1
32	4	8.0	8	1.0	1	2	1	4	4	2	8.0	A4	69	True	A	0	3/4	4.0	True	4	Bass	1	2	1.0	8	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	2
32	4	8.0	8	1.0	1	2	1	4	4	2	8.0	D4	62	True	D	0	3/4	4.0	True	4	Bass	1	2	1.0	8	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	5
32	4	8.0	8	1.0	1	2	1	4	4	2	8.0	F#3	54	True	F	1	3/4	4.0	True	4	Bass	1	2	1.0	8	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	7
32	2	8.0	8	0.5	1/2	2	1	4	4	2	8.0	D3	50	True	D	0	3/4	4.0	True	4	Bass	1	2	1.0	8	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	5
34	2	8.5	17/2	0.5	1/2	2	1	4	4	2	8.5	C3	48	True	C	0	7/8	4.5	False	0	Bass	1	2	1.0	8	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	4
36	2	9.0	9	0.5	1/2	3	1	4	4	3	9.0	B4	71	True	B	0	0	1.0	True	1	Bass	1	3	1.0	9	iii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	3
36	4	9.0	9	1.0	1	3	1	4	4	3	9.0	D4	62	True	D	0	0	1.0	True	1	Bass	1	3	1.0	9	iii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	5
36	4	9.0	9	1.0	1	3	1	4	4	3	9.0	F#3	54	True	F	1	0	1.0	True	1	Bass	1	3	1.0	9	iii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	7
36	4	9.0	9	1.0	1	3	1	4	4	3	9.0	B2	47	True	B	0	0	1.0	True	1	Bass	1	3	1.0	9	iii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	3
38	1	9.5	19/2	0.25	1/4	3	1	4	4	3	9.5	C5	72	True	C	0	1/8	1.5	False	0	Bass	1	3	1.0	9	iii	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	4
39	1	9.75	39/4	0.25	1/4	3	1	4	4	3	9.75	D5	74	True	D	0	3/16	1.75	False	0	Bass	1	3	1.0	9	iii	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	G	G	3	None	iii	True	5
40	4	10.0	10	1.0	1	3	1	4	4	3	10.0	C5	72	True	C	0	1/4	2.0	True	2	Bass	1	3	0.5	10	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	4
40	2	10.0	10	0.5	1/2	3	1	4	4	3	10.0	G3	55	True	G	0	1/4	2.0	True	2	Bass	1	3	0.5	10	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	1
40	4	10.0	10	1.0	1	3	1	4	4	3	10.0	E3	52	True	E	0	1/4	2.0	True	2	Bass	1	3	0.5	10	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	6
40	2	10.0	10	0.5	1/2	3	1	4	4	3	10.0	E2	40	True	E	0	1/4	2.0	True	2	Bass	1	3	0.5	10	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	6
42	2	10.5	21/2	0.5	1/2	3	1	4	4	3	10.5	A3	57	True	A	0	3/8	2.5	False	0	Bass	1	3	0.5	11	viiø7	True	('F#', 'A', 'C', 'E')	F#	F#	0	half-diminished seventh chord	(0, 4, 6, 9)	G	G	7	None	vii%7	True	2
42	2	10.5	21/2	0.5	1/2	3	1	4	4	3	10.5	F#2	42	True	F	1	3/8	2.5	False	0	Bass	1	3	0.5	11	viiø7	True	('F#', 'A', 'C', 'E')	F#	F#	0	half-diminished seventh chord	(0, 4, 6, 9)	G	G	7	None	vii%7	True	7
44	4	11.0	11	1.0	1	3	1	4	4	3	11.0	B4	71	True	B	0	1/2	3.0	True	3	Bass	1	3	1.0	12	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	3
44	2	11.0	11	0.5	1/2	3	1	4	4	3	11.0	B3	59	True	B	0	1/2	3.0	True	3	Bass	1	3	1.0	12	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	3
44	2	11.0	11	0.5	1/2	3	1	4	4	3	11.0	D3	50	True	D	0	1/2	3.0	True	3	Bass	1	3	1.0	12	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	5
44	4	11.0	11	1.0	1	3	1	4	4	3	11.0	G2	43	True	G	0	1/2	3.0	True	3	Bass	1	3	1.0	12	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	1
46	2	11.5	23/2	0.5	1/2	3	1	4	4	3	11.5	C4	60	True	C	0	5/8	3.5	False	0	Bass	1	3	1.0	12	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	4
46	2	11.5	23/2	0.5	1/2	3	1	4	4	3	11.5	E3	52	True	E	0	5/8	3.5	False	0	Bass	1	3	1.0	12	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	6
48	2	12.0	12	0.5	1/2	3	1	4	4	3	12.0	A4	69	True	A	0	3/4	4.0	True	4	Bass	1	3	1.0	13	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	2
48	4	12.0	12	1.0	1	3	1	4	4	3	12.0	D4	62	True	D	0	3/4	4.0	True	4	Bass	1	3	1.0	13	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	5
48	4	12.0	12	1.0	1	3	1	4	4	3	12.0	F#3	54	True	F	1	3/4	4.0	True	4	Bass	1	3	1.0	13	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	7
48	4	12.0	12	1.0	1	3	1	4	4	3	12.0	F#2	42	True	F	1	3/4	4.0	True	4	Bass	1	3	1.0	13	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	7
50	2	12.5	25/2	0.5	1/2	3	1	4	4	3	12.5	B4	71	True	B	0	7/8	4.5	False	0	Bass	1	3	1.0	13	V	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	3
52	4	13.0	13	1.0	1	4	1	4	4	4	13.0	C5	72	True	C	0	0	1.0	True	1	Bass	1	4	1.0	14	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	4
52	2	13.0	13	0.5	1/2	4	1	4	4	4	13.0	C4	60	True	C	0	0	1.0	True	1	Bass	1	4	1.0	14	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	4
52	12	13.0	13	3.0	3	4	1	4	4	4	13.0	G3	55	True	G	0	0	1.0	True	1	Bass	1	4	1.0	14	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	1
52	2	13.0	13	0.5	1/2	4	1	4	4	4	13.0	E2	40	True	E	0	0	1.0	True	1	Bass	1	4	1.0	14	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	6
54	2	13.5	27/2	0.5	1/2	4	1	4	4	4	13.5	D4	62	True	D	0	1/8	1.5	False	0	Bass	1	4	1.0	14	IV	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	5
54	2	13.5	27/2	0.5	1/2	4	1	4	4	4	13.5	E3	52	True	E	0	1/8	1.5	False	0	Bass	1	4	1.0	14	IV	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True	6
